what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368261151
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319368263484
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368263484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319368268021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319368274396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319368276447
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1319368278009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1319368279395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319368279941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368282581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368282602
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368282624
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368282672
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368282674
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368282728
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368282730
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319368284415
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368284607
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368284664
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368287213
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368287213
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368287213
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368287258
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368287258
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319368291077
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368291078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319368310443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319368310601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319368312558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368314027
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368314352
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368314397
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368314399
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368314444
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368314445
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368318899
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368318899
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319368318900
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368318944
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319368318945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368319008
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319368320457
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368320635
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368320682
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319368324273
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368324273
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319368324992
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368325143
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368325189
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319368326513
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368326513
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319368327895
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368328053
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368328100
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319368329986
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319368329986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368340034
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368340759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319368341901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319371171127
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371176497
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371176644
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371176692
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371178197
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371178197
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371180300
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371180409
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371180410
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371180498
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371180500
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371182679
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371182836
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371182891
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371184083
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371184083
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371184084
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371184158
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371184158
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371185037
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371185037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371194904
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371204750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371207197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371212315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371218916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371219519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371219787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319371233647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371238122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319371242874
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371246047
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371246122
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371246124
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371246263
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371246264
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371248546
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371248588
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371248645
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371250661
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371250662
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371250662
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371250736
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371250736
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371253419
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371253419
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371254809
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371254972
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371255016
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371256442
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371256442
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371257641
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371257738
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371257782
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371258773
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371258773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1319371382100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319371383371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319371416365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371419852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371421552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371421752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371421993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319371423585
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371425578
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371425654
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371425656
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371425735
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371425736
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371428835
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371428982
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371429038
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371430195
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371430195
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371430195
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371430271
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371430271
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371431481
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371431481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371438789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371438959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371439921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371440082
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371440267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319371441029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319371451544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371453645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1319371454164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371460095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371462127
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319371463316
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371467949
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371468025
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371468027
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371468103
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371468105
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371470587
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371470627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371470684
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371472654
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371472654
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371472655
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371472804
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371472804
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371475355
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371475355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371481618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371482423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319371484053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1319371485576
installed,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371487775
resolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371487852
installed,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371487853
resolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371488453
started,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371488454
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371489886
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371490130
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371490187
stopped,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371492916
unresolved,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371492916
uninstalled,bundle,org.bazinga.Model,1.0.0.qualifier,"org.bazinga.Model",1319371492916
unresolved,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371492992
uninstalled,bundle,BAZINGA_app,0.1.0,"BAZINGA_app",1319371492992
activated,editor,org.eclipse.acceleo.ide.ui,3.1.1.v20110914-0246,"org.eclipse.acceleo.ide.ui.editors.template.AcceleoEditor",1319371494111
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371494111
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1319371494676
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371494756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319371494801
